t_ms,ax,ay,az,gx,gy,gz,roll_acc,roll_filt
86620,-0.0696,-0.0437,1.0225,0.687,1.542,-0.672,-2.45,-1.68
86640,-0.0800,-0.0409,1.0311,0.244,0.885,-0.641,-2.27,-1.69
86660,-0.0577,-0.0315,1.0869,-0.641,1.282,-0.687,-1.66,-1.70
86680,-0.0626,-0.0128,0.9766,-1.832,0.489,-0.336,-0.75,-1.72
86700,-0.0548,-0.0067,0.7413,-0.122,-0.489,-0.550,-0.52,-1.70
86720,-0.0798,-0.0228,0.9736,0.000,3.389,-0.351,-1.34,-1.69
86740,-0.0624,-0.0454,1.1937,-0.122,2.076,-0.580,-2.18,-1.70
86760,-0.0964,-0.0212,0.9480,0.031,-1.695,-0.550,-1.28,-1.69
86780,-0.1279,-0.0009,0.8497,0.229,0.275,-0.626,-0.06,-1.66
86800,-0.1179,-0.0500,1.1993,-1.557,3.328,-0.565,-2.39,-1.70
86820,-0.1033,-0.0349,1.0845,-2.794,-0.901,-0.824,-1.84,-1.76
86840,-0.0902,-0.0083,0.9886,-3.832,0.519,-0.992,-0.48,-1.81
86860,-0.0576,0.0145,0.9445,-2.046,-0.244,-1.053,0.88,-1.79
86880,-0.0762,-0.0204,0.9279,-1.649,-1.176,-0.992,-1.26,-1.82
86900,-0.1204,-0.0316,1.0037,-1.176,0.198,-1.145,-1.80,-1.84
86921,-0.0850,-0.0577,0.9969,-0.687,0.473,-1.084,-3.31,-1.88
86940,-0.0740,-0.0582,1.0465,-1.405,0.351,-0.977,-3.18,-1.94
86960,-0.1133,-0.0396,0.9275,-0.763,-1.130,-0.702,-2.44,-1.96
86980,-0.0793,-0.0487,0.9027,-0.550,1.206,-1.038,-3.09,-1.99
87000,-0.0795,-0.0144,0.8691,0.244,1.008,-1.023,-0.95,-1.97
87020,-0.0703,-0.0289,1.0653,-0.366,3.863,-0.885,-1.56,-1.97
87040,-0.0642,-0.0349,0.9773,-0.641,0.840,-0.870,-2.05,-1.98
87060,-0.0811,-0.0272,0.8398,1.527,0.977,-0.947,-1.86,-1.95
87080,-0.1073,-0.0502,1.1306,0.168,4.351,-0.947,-2.54,-1.96
87100,-0.0842,-0.0498,1.2471,-0.733,1.267,-1.130,-2.29,-1.98
87120,-0.0817,-0.0299,1.0573,0.366,-1.130,-0.947,-1.62,-1.96
87140,-0.0477,-0.0355,0.9911,1.802,-1.466,-0.824,-2.05,-1.93
87160,-0.0649,-0.0297,0.8180,2.611,-3.450,-0.718,-2.08,-1.88
87180,-0.0934,-0.0256,0.9276,0.733,1.344,-0.702,-1.58,-1.86
87200,-0.0837,-0.0411,0.9038,1.252,-1.679,-0.855,-2.61,-1.85
87220,-0.0594,-0.0679,1.0028,2.321,-0.534,-0.824,-3.87,-1.85
87240,-0.0859,0.0201,1.0759,0.427,-1.893,-0.824,1.07,-1.78
87260,-0.1062,-0.0527,1.0905,-0.153,-1.359,-0.824,-2.77,-1.80
87280,-0.1190,-0.0381,1.1151,-1.817,0.275,-0.885,-1.96,-1.84
87300,-0.1136,0.0040,0.9462,0.031,-2.061,-1.328,0.24,-1.80
87320,-0.0707,-0.0414,0.9148,0.962,1.252,-0.916,-2.59,-1.80
87340,-0.0853,-0.0598,0.9600,-0.321,0.351,-1.389,-3.57,-1.84
87360,-0.0343,0.0352,1.0316,-1.099,-0.122,-1.023,1.95,-1.78
87380,-0.1056,-0.0313,1.1298,-2.214,1.115,-0.870,-1.58,-1.82
87400,-0.1061,-0.0237,1.1647,-4.260,0.336,-0.824,-1.16,-1.89
87420,-0.0623,-0.0123,0.9995,-1.634,-1.282,-1.313,-0.71,-1.90
87440,-0.0618,-0.0287,0.9865,-4.000,1.924,-0.794,-1.67,-1.98
87460,-0.1075,0.0275,0.8893,-3.206,0.794,-0.840,1.77,-1.96
87480,-0.0248,-0.0105,0.9479,0.092,1.939,-0.382,-0.63,-1.94
87500,-0.0994,-0.0251,0.9161,2.412,-0.107,-0.489,-1.57,-1.88
87520,-0.0630,-0.0659,1.1887,0.168,2.580,-0.840,-3.17,-1.90
87540,-0.0984,-0.0276,0.9767,-1.786,-2.412,-0.672,-1.62,-1.93
87560,-0.0702,-0.0046,0.9230,-1.313,0.718,-0.870,-0.29,-1.93
87580,-0.1011,-0.0094,0.9453,0.534,0.992,-0.565,-0.57,-1.89
87600,-0.0460,-0.0599,1.0555,-0.550,1.237,-0.916,-3.25,-1.93
87640,-0.0663,0.0126,0.9479,-1.267,-0.748,-0.473,0.76,-1.90
87644,-0.0447,0.0341,0.9357,-0.427,-0.565,-0.489,2.08,-1.83
87660,-0.1111,-0.0739,1.1614,1.252,0.427,-0.641,-3.64,-1.84
87680,-0.0690,-0.0680,1.1050,-0.183,-2.260,-0.534,-3.52,-1.87
87700,-0.0670,-0.0687,0.8289,-0.061,-1.924,-0.656,-4.74,-1.93
87720,-0.0602,-0.0544,1.0090,-2.076,1.176,-0.519,-3.09,-2.00
87740,-0.1112,0.0088,0.9181,0.244,-2.855,-0.595,0.55,-1.94
87760,-0.0371,-0.0428,1.1085,0.473,0.916,-0.626,-2.21,-1.94
87780,-0.1122,-0.0624,1.0485,-1.771,-1.863,-0.733,-3.40,-2.00
87800,-0.0814,0.0309,0.9657,-1.313,-1.191,-0.916,1.83,-1.95
87820,-0.0876,0.0023,1.0680,-0.687,1.527,-0.427,0.12,-1.92
87840,-0.0825,-0.0187,0.9751,-0.718,-0.489,-0.656,-1.10,-1.92
87860,-0.0741,-0.0243,0.9056,0.519,1.252,-0.565,-1.54,-1.90
87880,-0.0841,-0.0071,0.9244,0.672,1.084,-0.504,-0.44,-1.86
87900,-0.0817,-0.0122,0.9509,2.641,0.626,-0.458,-0.74,-1.79
87920,-0.0763,-0.0436,0.9175,5.221,0.534,-0.504,-2.72,-1.70
87940,-0.0760,-0.0574,0.8982,4.260,1.115,-0.595,-3.65,-1.66
87960,-0.0839,-0.0339,1.0034,1.344,2.412,-0.550,-1.94,-1.64
87980,-0.1174,0.0211,0.9697,0.046,1.908,-0.351,1.25,-1.58
88001,-0.0759,0.0084,1.0520,-0.580,3.206,-0.275,0.46,-1.55
88020,-0.0990,0.0153,1.0063,-1.145,1.679,-0.153,0.87,-1.52
88040,-0.0714,0.0358,0.8932,-0.550,1.695,-0.015,2.29,-1.46
88060,-0.0887,0.0532,0.7916,0.656,1.588,0.397,3.85,-1.34
88080,-0.0745,0.0289,0.8259,3.649,2.870,0.763,2.01,-1.20
88100,-0.0510,-0.0640,0.8708,3.664,2.504,0.992,-4.20,-1.19
88120,-0.0874,-0.0050,0.8757,3.160,2.183,0.962,-0.33,-1.11
88140,-0.0706,-0.0350,1.0435,1.603,2.916,0.931,-1.92,-1.09
88160,-0.0869,0.0233,1.0100,1.267,0.244,0.779,1.32,-1.02
88180,-0.0793,0.0195,0.9406,1.160,1.450,0.763,1.19,-0.95
88200,-0.0760,0.0739,0.9928,0.229,1.695,0.885,4.25,-0.85
88220,-0.0613,0.0723,1.0957,-0.122,0.565,0.763,3.77,-0.76
88240,-0.0825,0.0502,1.0280,-0.015,-0.870,1.084,2.79,-0.68
88260,-0.0717,0.0575,0.9677,-0.122,-1.466,1.130,3.40,-0.61
88280,-0.0682,0.0205,1.0256,-0.061,-1.557,1.221,1.15,-0.57
88300,-0.0985,0.0122,0.9961,0.244,-2.412,1.176,0.70,-0.54
88320,-0.0861,0.0651,0.9980,-1.160,-1.160,1.298,3.73,-0.48
88340,-0.1106,0.0601,0.9198,-0.351,-1.924,1.466,3.74,-0.40
88360,-0.1259,0.0276,0.9484,0.534,0.718,1.573,1.67,-0.35
88380,-0.1327,0.0618,0.9071,-0.534,-0.107,1.313,3.90,-0.27
88400,-0.1285,0.0830,1.1034,-0.763,3.786,1.481,4.30,-0.20
88420,-0.1156,0.0342,1.0126,-0.046,1.267,1.374,1.93,-0.16
88440,-0.1135,0.0437,0.9464,0.351,3.145,1.374,2.64,-0.09
88460,-0.1498,0.0814,0.9479,-0.153,3.710,1.649,4.91,0.00
88480,-0.1321,0.0223,1.0591,-0.931,5.130,1.557,1.21,0.01
88500,-0.1023,0.0878,1.0001,0.473,2.595,1.481,5.02,0.12
88520,-0.1168,0.0614,0.9852,-0.198,3.160,1.511,3.57,0.18
88540,-0.1422,0.0260,1.0328,-0.885,3.023,1.374,1.44,0.19
88560,-0.1305,0.0637,1.0371,-1.893,0.626,1.298,3.52,0.22
88580,-0.1360,0.0840,0.9167,-0.550,0.366,1.267,5.23,0.31
88600,-0.1592,0.0427,0.8599,1.130,0.489,1.069,2.84,0.38
88620,-0.1459,0.0116,1.1240,1.084,2.305,0.901,0.59,0.41
88640,-0.1602,0.0372,1.0739,1.359,-2.794,0.855,1.99,0.47
88660,-0.1539,0.0159,1.0270,0.687,-0.550,0.901,0.89,0.49
88680,-0.1860,0.0081,0.9102,-1.069,-1.695,0.763,0.51,0.47
88700,-0.1968,0.0228,1.0074,-1.634,-0.122,0.458,1.30,0.45
88720,-0.1942,0.0237,1.0291,-2.168,-0.718,0.489,1.32,0.43
88740,-0.1708,0.0371,0.9238,-2.076,-0.214,0.214,2.30,0.42
88760,-0.1868,0.0472,0.8782,-0.718,-0.489,0.366,3.08,0.46
88780,-0.1669,0.0048,0.9519,1.282,0.382,0.656,0.29,0.48
88800,-0.2081,-0.0156,0.9474,0.763,0.870,0.473,-0.94,0.47
88820,-0.2235,-0.0133,1.0812,-1.527,2.855,0.427,-0.71,0.42
88841,-0.1959,0.0034,1.0453,-2.260,1.115,0.198,0.19,0.37
88860,-0.1748,0.0145,0.9822,-1.863,1.618,0.137,0.85,0.34
88880,-0.1985,0.0345,0.9922,-2.290,1.282,-0.076,1.99,0.33
88900,-0.1678,0.0681,0.9458,-1.038,1.344,0.198,4.12,0.39
88920,-0.1868,0.0280,0.8192,1.481,0.107,0.168,1.95,0.45
88940,-0.2202,-0.0164,1.1115,1.557,3.160,0.260,-0.84,0.45
88960,-0.1987,-0.0397,1.2023,-0.153,-0.763,0.046,-1.89,0.40
88980,-0.1887,-0.0288,0.8745,-0.687,-2.840,-0.015,-1.89,0.34
89000,-0.2335,-0.0197,0.9905,-1.710,2.076,-0.031,-1.14,0.28
89043,-0.1853,0.0023,0.9607,-1.053,0.229,-0.198,0.14,0.26
89047,-0.2268,-0.0078,0.9692,-1.496,0.336,-0.107,-0.46,0.21
89060,-0.1943,0.0133,1.0657,-2.275,1.573,-0.168,0.72,0.18
89080,-0.1736,0.0444,0.8527,-0.885,-1.466,0.031,2.98,0.22
89100,-0.1896,-0.0026,0.9008,0.672,0.763,-0.122,-0.16,0.22
89120,-0.2236,-0.0403,1.0948,-0.412,1.939,0.092,-2.11,0.17
89140,-0.2141,-0.0212,1.0757,-2.092,-0.214,-0.137,-1.13,0.10
89160,-0.1788,0.0433,0.9125,-1.450,-0.046,-0.031,2.72,0.12
89180,-0.1783,-0.0203,0.9766,-1.695,1.649,0.046,-1.19,0.06
89200,-0.2229,0.0126,0.9965,-1.878,0.702,-0.122,0.72,0.04
89220,-0.1594,-0.0118,1.0737,-1.817,1.420,0.137,-0.63,-0.01
89240,-0.1874,-0.0222,0.9149,-1.221,-1.099,-0.015,-1.39,-0.06
89260,-0.1910,0.0098,0.8772,-0.015,0.565,-0.168,0.64,-0.05
89280,-0.1814,0.0289,1.0052,-0.061,1.496,-0.015,1.65,-0.01
89300,-0.2386,0.0029,1.0702,-1.053,0.489,-0.122,0.16,-0.03
89320,-0.2251,-0.0179,1.1729,-2.305,0.977,-0.290,-0.88,-0.09
89340,-0.1946,0.0295,1.0988,-2.550,-0.840,-0.534,1.54,-0.11
89360,-0.1782,0.0447,0.8571,-0.321,-3.069,-0.656,2.98,-0.05
89381,-0.1923,-0.0375,0.9729,-1.237,0.534,-0.534,-2.21,-0.12
89400,-0.2035,-0.0040,0.9037,-0.809,-2.351,-0.672,-0.26,-0.14
89420,-0.2035,0.0187,0.7745,0.580,-1.359,-0.183,1.38,-0.10
89440,-0.2327,-0.0029,0.9886,0.000,2.794,-0.046,-0.17,-0.10
89460,-0.2426,-0.0343,0.9857,0.794,-0.870,-0.336,-1.99,-0.12
89480,-0.2383,-0.0305,1.0815,-0.076,1.115,0.000,-1.62,-0.15
89500,-0.2876,-0.0260,1.1589,-2.229,0.824,-0.153,-1.29,-0.22
89520,-0.2457,0.0187,1.0902,-2.214,0.962,0.061,0.98,-0.24
89540,-0.3075,0.0524,0.8466,-1.130,0.229,0.168,3.54,-0.19
89560,-0.3503,0.0050,1.0090,-1.878,3.908,0.321,0.28,-0.21
89580,-0.3175,0.0363,1.0433,-1.191,1.160,0.290,1.99,-0.19
89600,-0.2927,0.0085,0.8610,0.809,0.015,0.397,0.57,-0.16
89620,-0.3271,-0.0090,0.8867,-0.168,1.130,0.122,-0.58,-0.17
89640,-0.3699,0.0168,1.0581,-0.031,1.511,0.168,0.91,-0.15
89660,-0.2959,0.0106,1.1620,-0.153,-0.198,0.137,0.52,-0.14
89680,-0.3344,-0.0005,0.8860,0.885,-2.840,-0.168,-0.03,-0.12
89700,-0.3323,-0.0106,0.9698,-1.405,2.489,-0.473,-0.63,-0.16
89720,-0.3062,0.0219,0.9580,-1.450,0.489,-0.382,1.31,-0.16
89740,-0.2534,-0.0281,1.0303,-1.435,1.893,-0.351,-1.56,-0.22
89761,-0.2881,0.0204,0.8473,-0.397,0.137,-0.519,1.38,-0.19
89780,-0.2708,0.0430,0.9403,-0.031,2.840,-0.244,2.62,-0.14
89800,-0.2310,0.0197,0.9900,0.779,1.344,-0.153,1.14,-0.09
89820,-0.2930,-0.0164,0.9514,1.099,0.031,0.046,-0.98,-0.09
89840,-0.3314,-0.0320,1.0774,-0.260,1.786,0.000,-1.70,-0.13
89860,-0.2965,0.0143,1.0447,-0.870,-0.015,-0.244,0.78,-0.13
89880,-0.2722,-0.0183,0.9930,-0.092,0.473,-0.275,-1.06,-0.15
89900,-0.2670,-0.0111,1.0354,-1.115,0.626,-0.321,-0.61,-0.18
89920,-0.2965,0.0253,0.8981,-1.618,-1.725,-0.351,1.61,-0.17
89940,-0.2728,0.0208,0.9481,-1.450,1.267,-0.519,1.25,-0.17
89960,-0.2817,0.0258,0.9657,-1.115,-0.183,-0.183,1.53,-0.16
89981,-0.2643,-0.0021,0.9120,-0.229,-1.023,-0.504,-0.13,-0.17
90000,-0.3049,0.0314,0.7924,1.557,-0.382,-0.443,2.27,-0.09
90020,-0.2993,-0.0118,0.8645,2.977,1.405,-0.351,-0.78,-0.04
90040,-0.3280,-0.0197,1.0131,2.397,2.000,-0.473,-1.11,-0.02
90060,-0.3280,-0.0266,1.0222,1.969,1.206,-0.519,-1.49,-0.01
90080,-0.3035,-0.0626,1.0302,1.954,1.511,-0.779,-3.48,-0.04
90100,-0.3315,-0.0453,1.0323,0.840,1.634,-0.809,-2.51,-0.07
90120,-0.3021,0.0006,1.0034,0.244,1.099,-0.977,0.03,-0.06
90140,-0.3075,0.0033,0.9816,-0.687,1.634,-0.824,0.19,-0.07
90160,-0.3285,0.0009,0.9222,-0.916,1.481,-1.130,0.05,-0.09
90180,-0.3243,-0.0002,1.0294,-0.885,2.916,-1.252,-0.01,-0.10
90200,-0.3042,-0.0321,1.1388,-1.802,1.481,-1.252,-1.61,-0.17
90220,-0.3312,0.0020,0.9950,-2.000,-1.664,-1.069,0.11,-0.20
90240,-0.3429,-0.0129,0.9617,-2.427,-0.748,-1.115,-0.77,-0.26
90260,-0.3717,0.0142,0.9119,-1.863,-1.573,-0.947,0.89,-0.28
90280,-0.3514,-0.0049,0.9348,-1.038,-0.198,-0.855,-0.30,-0.30
90300,-0.3956,-0.0117,0.9844,-1.542,0.366,-0.687,-0.68,-0.33
90320,-0.3499,-0.0281,0.9882,-0.382,0.092,-0.748,-1.63,-0.37
90340,-0.3883,-0.0348,0.9576,-0.183,-0.122,-0.779,-2.08,-0.41
90360,-0.3661,-0.0630,1.0280,-0.107,-0.046,-0.977,-3.51,-0.47
90401,-0.4103,-0.0424,0.9751,-0.977,0.397,-1.008,-2.49,-0.53
90405,-0.3964,-0.0417,0.9639,-1.725,0.611,-0.992,-2.48,-0.60
90420,-0.4421,-0.0214,1.0526,-3.435,1.313,-1.176,-1.16,-0.68
90440,-0.3700,0.0516,1.0011,-3.634,0.779,-1.176,2.95,-0.68
90460,-0.3727,0.0344,1.0005,-2.794,1.710,-1.130,1.97,-0.68
90480,-0.3810,0.0308,1.0482,-2.550,1.573,-1.145,1.68,-0.68
90500,-0.3815,0.0363,0.9738,-2.046,0.153,-1.023,2.13,-0.67
90520,-0.3755,0.0234,0.9790,-1.863,0.198,-1.053,1.37,-0.66
90540,-0.3837,0.0034,0.9581,-0.626,-0.305,-0.870,0.20,-0.66
90560,-0.3898,-0.0023,0.9814,-0.351,0.198,-0.687,-0.14,-0.65
90580,-0.3903,-0.0076,0.9905,-0.137,-0.336,-0.443,-0.44,-0.65
90600,-0.3821,-0.0139,0.8992,0.275,-0.626,-0.366,-0.89,-0.65
90620,-0.3835,0.0016,1.0104,-0.351,1.298,-0.519,0.09,-0.64
90640,-0.3726,-0.0033,1.0603,-2.290,0.321,-0.580,-0.18,-0.68
90660,-0.3682,0.0310,0.8320,-3.084,-0.794,-0.733,2.13,-0.68
90680,-0.4225,0.0376,0.7617,-2.061,1.542,-0.855,2.83,-0.65
90700,-0.4065,0.0272,0.9484,-1.817,2.885,-0.748,1.64,-0.64
90720,-0.4307,-0.0066,0.9764,-1.053,1.618,-0.595,-0.39,-0.66
90740,-0.4214,0.0165,0.8945,-0.962,1.740,-0.656,1.06,-0.64
90760,-0.4604,0.0248,0.9080,0.550,2.550,-0.397,1.56,-0.59
90780,-0.4169,-0.0520,1.0322,1.893,2.947,-0.580,-2.88,-0.60
90800,-0.4717,-0.0100,0.9746,2.031,1.328,-0.626,-0.59,-0.56
90820,-0.4617,-0.0012,1.0551,2.244,2.748,-0.550,-0.07,-0.50
90840,-0.4158,-0.0421,1.0482,2.321,0.565,-0.672,-2.30,-0.49
90860,-0.4347,-0.0360,1.0242,0.458,0.366,-1.008,-2.01,-0.52
90880,-0.4465,0.0167,0.9795,-0.855,0.855,-1.206,0.98,-0.50
90900,-0.4423,0.0055,0.9977,-1.664,1.344,-1.221,0.32,-0.52
90921,-0.4293,-0.0010,1.0209,-2.672,-0.824,-1.481,-0.05,-0.56
90940,-0.4508,0.0035,0.9607,-3.008,-1.679,-1.405,0.21,-0.61
90960,-0.4303,-0.0123,0.9359,-2.550,-0.794,-1.527,-0.75,-0.66
90980,-0.4326,-0.0197,0.9696,-3.282,-0.351,-1.618,-1.16,-0.73
91000,-0.4297,-0.0092,0.9297,-3.298,-1.298,-1.634,-0.56,-0.79
91020,-0.4738,0.0061,0.9269,-1.389,-1.053,-1.328,0.38,-0.80
91040,-0.4397,-0.0480,1.0874,0.504,-0.718,-1.267,-2.53,-0.82
91060,-0.4376,-0.0962,0.9640,0.687,-3.160,-1.405,-5.70,-0.91
91080,-0.4570,-0.0740,0.8448,0.931,-1.313,-1.557,-5.00,-0.97
91100,-0.4723,-0.0874,0.9731,0.519,1.221,-1.740,-5.13,-1.04
91120,-0.4529,-0.0907,0.9849,0.092,0.763,-1.969,-5.26,-1.13
91140,-0.4611,-0.0232,0.9260,-0.977,1.542,-2.244,-1.43,-1.15
91160,-0.4587,-0.0118,0.9432,-0.565,1.832,-2.275,-0.72,-1.15
91180,-0.4510,-0.0287,1.0389,-0.168,2.321,-2.458,-1.58,-1.17
91200,-0.4004,-0.0326,0.9486,-0.473,1.176,-2.580,-1.97,-1.19
91220,-0.4022,-0.0256,0.9124,-1.191,2.519,-2.580,-1.61,-1.22
91240,-0.4034,-0.0173,0.9873,-1.389,2.275,-2.366,-1.01,-1.25
91260,-0.3746,-0.0428,0.9867,-1.160,1.191,-2.656,-2.49,-1.29
91280,-0.3882,-0.0261,0.9475,-1.008,1.252,-2.550,-1.58,-1.32
91300,-0.3889,-0.0193,0.9139,-0.733,0.702,-2.473,-1.21,-1.33
91320,-0.4072,-0.0244,0.9170,0.321,1.176,-2.214,-1.53,-1.33
91340,-0.3848,-0.0715,0.9921,1.420,2.092,-2.321,-4.12,-1.36
91360,-0.3674,-0.0662,0.9384,1.267,1.267,-2.366,-4.03,-1.39
91381,-0.3622,-0.0470,0.9174,1.634,0.885,-2.718,-2.93,-1.38
91400,-0.3702,-0.0394,1.0361,1.389,1.695,-2.733,-2.18,-1.37
91420,-0.3401,-0.0354,1.0049,1.481,-0.229,-2.763,-2.02,-1.36
91440,-0.3348,-0.0210,0.9126,1.023,-0.702,-2.397,-1.32,-1.34
91460,-0.3431,-0.0320,0.8851,1.878,-0.275,-2.260,-2.07,-1.31
91480,-0.3314,-0.0530,0.9669,1.298,0.458,-2.061,-3.14,-1.32
91500,-0.3074,0.0287,1.0289,0.977,0.214,-1.679,1.60,-1.25
91520,-0.3451,0.1180,1.1069,2.947,-1.863,-0.931,6.09,-1.04
91540,-0.3822,-0.0391,1.4382,5.069,-1.832,-0.977,-1.56,-0.95
91560,-0.2188,-0.0884,1.5254,4.183,-8.168,-1.588,-3.32,-0.92
91580,-0.2522,-0.0913,0.9601,1.893,-12.107,-1.740,-5.43,-0.97
91600,-0.3365,-0.0570,0.8687,0.733,-5.939,-1.405,-3.75,-1.01
91620,-0.1929,-0.0244,0.9896,0.321,-5.603,-1.634,-1.41,-1.02
91640,-0.1517,0.0555,0.7119,1.618,-8.153,-1.618,4.46,-0.87
91660,-0.2145,0.0808,0.4570,2.336,-2.672,-1.130,10.03,-0.61
91680,-0.1791,0.0537,0.7991,-2.519,4.260,-0.824,3.85,-0.57
91700,-0.1713,0.0138,1.1129,-0.153,4.458,-0.183,0.71,-0.55
91720,-0.1837,-0.0123,0.7280,1.115,-1.313,-0.076,-0.97,-0.53
91760,-0.2076,-0.0342,0.9612,-0.718,8.092,-0.107,-2.04,-0.58
91764,-0.2104,-0.0490,0.9731,-0.489,7.618,-0.092,-2.88,-0.63
91780,-0.1710,-0.0360,0.9987,0.794,3.725,-0.351,-2.07,-0.65
91800,-0.2139,-0.0491,1.0037,0.595,4.260,-0.855,-2.80,-0.68
91820,-0.1824,-0.0363,1.0303,-0.015,3.359,-0.962,-2.02,-0.71
91840,-0.2285,0.0280,0.8961,1.115,1.038,-1.237,1.79,-0.63
91860,-0.2490,0.0029,0.9532,3.389,2.656,-0.794,0.18,-0.55
91880,-0.2720,-0.0374,1.0250,5.924,4.519,-0.656,-2.09,-0.47
91900,-0.1793,-0.0822,1.3717,2.351,8.275,-0.214,-3.43,-0.48
91920,-0.2438,-0.0118,1.0897,3.038,1.389,-0.595,-0.62,-0.42
91940,-0.1023,-0.0260,1.1469,1.511,6.550,0.412,-1.30,-0.41
91960,-0.2029,-0.0271,1.0220,0.290,4.122,0.427,-1.52,-0.43
91980,-0.0903,0.0101,0.9768,1.847,2.412,0.305,0.59,-0.37
92000,-0.1312,0.0162,0.8433,2.656,-1.832,0.626,1.10,-0.29
92020,-0.1467,-0.0955,1.0430,0.427,-4.595,0.168,-5.23,-0.38
92040,-0.2604,0.0088,0.9485,2.412,-7.313,-0.321,0.53,-0.31
92060,-0.2190,0.0297,0.9351,2.611,-7.298,-1.008,1.82,-0.22
92080,-0.1859,-0.0409,1.0566,2.122,-5.298,-1.130,-2.22,-0.22
92100,-0.2085,-0.0238,1.0471,0.137,-8.351,-1.603,-1.30,-0.24
92120,-0.2015,-0.0117,1.0505,-1.527,-7.328,-1.634,-0.64,-0.27
92140,-0.2079,0.0021,0.9990,-1.282,-7.298,-1.237,0.12,-0.29
92160,-0.1554,-0.0049,1.1230,-2.427,-4.412,-0.870,-0.25,-0.34
92181,-0.1860,0.0295,1.0463,-3.435,-4.870,-0.595,1.62,-0.37
92200,-0.1859,0.0341,1.0524,-3.328,-2.992,-0.427,1.85,-0.39
92220,-0.1923,0.0494,1.0233,-3.771,-1.267,-0.061,2.77,-0.40
92240,-0.1969,0.0513,0.8472,-2.214,-1.649,-0.214,3.46,-0.36
92260,-0.2089,-0.0010,0.9318,-0.824,2.855,-0.092,-0.06,-0.37
92280,-0.1913,-0.0116,0.9448,-0.275,3.023,-0.351,-0.70,-0.39
92300,-0.1604,0.0067,0.8219,0.931,4.015,-0.321,0.47,-0.35
92320,-0.1744,-0.0122,0.8013,2.733,5.160,-0.153,-0.87,-0.31
92341,-0.1678,-0.0394,0.8962,3.863,6.244,-0.336,-2.52,-0.28
92360,-0.1635,-0.0193,0.8168,5.878,4.290,-0.198,-1.35,-0.18
92380,-0.1534,-0.0719,0.8994,7.679,5.450,-0.351,-4.57,-0.12
92400,-0.1957,-0.1163,1.0453,6.947,4.382,-0.458,-6.35,-0.11
92420,-0.1490,-0.0663,1.1938,5.023,3.252,-0.305,-3.18,-0.07
92440,-0.1299,-0.0176,1.1726,2.015,0.962,0.061,-0.86,-0.05
92460,-0.1450,0.0107,1.0267,0.198,-0.351,-0.076,0.60,-0.03
92480,-0.1592,0.0354,0.9974,-0.168,0.321,-0.046,2.03,0.01
92500,-0.1482,0.0466,0.9762,0.992,-0.550,-0.153,2.73,0.08
92520,-0.1752,0.0183,1.0137,1.496,0.015,-0.519,1.03,0.13
92540,-0.1597,0.0078,1.0526,1.802,-0.137,-0.885,0.43,0.17
92560,-0.1753,-0.0143,1.0846,0.397,0.198,-1.237,-0.75,0.16
92580,-0.1876,-0.0186,1.1598,-1.588,1.053,-1.939,-0.92,0.11
92600,-0.1241,0.0087,1.0930,-2.824,0.260,-2.122,0.45,0.06
92620,-0.1108,0.0216,0.8784,-2.504,-0.092,-2.183,1.41,0.04
92640,-0.1075,0.0247,0.8593,-1.389,1.420,-1.985,1.64,0.04
92660,-0.0792,0.0226,0.9530,-1.221,2.031,-1.435,1.36,0.04
92680,-0.0804,0.0277,0.9000,-1.008,0.321,-1.038,1.76,0.06
92700,-0.0957,-0.0503,0.9677,-1.649,1.038,-0.550,-2.98,-0.03
92720,-0.0740,0.0000,1.0646,-2.672,-0.366,-0.153,0.00,-0.09
92740,-0.0898,-0.0232,1.0690,-3.023,-1.756,0.198,-1.24,-0.17
92760,-0.0642,-0.0376,0.9041,-0.855,-4.687,0.198,-2.38,-0.23
92780,-0.0818,-0.0897,0.8154,1.466,-5.145,0.366,-6.28,-0.32
92800,-0.1718,-0.1307,0.9591,0.962,-3.817,-0.122,-7.76,-0.45
92820,-0.1296,-0.1566,1.0521,0.015,-2.977,-0.947,-8.47,-0.61
92840,-0.1726,-0.0557,1.0425,-0.916,-3.237,-2.244,-3.06,-0.68
92860,-0.1260,-0.0039,1.2229,-1.588,-1.710,-2.763,-0.18,-0.70
92880,-0.0447,0.0411,1.1066,-0.809,-3.954,-2.626,2.13,-0.66
92900,-0.0477,0.0383,0.9005,0.290,-3.817,-2.427,2.44,-0.59
92920,-0.1233,0.0374,0.9609,0.443,-1.099,-1.985,2.23,-0.53
92940,-0.0491,-0.0018,1.0389,0.962,-0.565,-1.832,-0.10,-0.50
92960,-0.0992,-0.0198,0.9818,0.611,-0.305,-1.466,-1.15,-0.50
92980,-0.1006,-0.0533,1.0334,-0.809,0.794,-1.267,-2.95,-0.57
93000,-0.0798,-0.0305,0.9906,-1.985,0.916,-0.947,-1.76,-0.63
93021,-0.0659,-0.0212,0.9014,-1.374,1.740,-0.855,-1.35,-0.67
93040,-0.0985,-0.0131,0.8728,-1.679,1.817,-0.748,-0.86,-0.71
93060,-0.1046,-0.0232,0.9280,-0.885,2.168,-0.809,-1.43,-0.74
93080,-0.1461,-0.0325,0.8931,0.656,1.160,-1.206,-2.08,-0.75
93120,-0.1146,-0.0491,1.0553,-0.947,-0.046,-2.611,-2.66,-0.81
93124,-0.1323,-0.0497,1.0426,-1.359,-0.794,-2.595,-2.73,-0.87
