t_ms,ax,ay,az,gx,gy,gz,roll_acc,roll_filt
6160,-0.0629,-0.7045,0.7186,-0.855,1.618,-1.603,-44.43,-44.60
6180,-0.0535,-0.7091,0.7217,-0.901,1.191,-1.038,-44.50,-44.62
6200,-0.0641,-0.7043,0.7173,-1.115,-0.015,-0.412,-44.48,-44.63
6220,-0.0573,-0.7025,0.7219,-1.359,0.351,-0.992,-44.22,-44.65
6240,-0.0417,-0.7136,0.7203,-1.588,1.267,0.458,-44.73,-44.69
6260,-0.0549,-0.7090,0.7155,-1.267,-0.290,1.878,-44.74,-44.71
6280,-0.0624,-0.7068,0.7131,-1.176,-0.656,1.969,-44.74,-44.74
6300,-0.0668,-0.7114,0.7046,-0.260,0.290,1.527,-45.28,-44.75
6320,-0.0659,-0.7107,0.7041,1.221,0.656,1.130,-45.27,-44.74
6340,-0.0657,-0.7124,0.7067,2.214,1.527,0.672,-45.23,-44.70
6360,-0.0608,-0.7101,0.7056,3.695,1.740,0.870,-45.18,-44.64
6380,-0.0598,-0.7020,0.7032,5.282,-1.053,1.878,-44.95,-44.54
6400,-0.0654,-0.7018,0.7057,6.641,-3.969,3.115,-44.84,-44.42
6420,-0.0818,-0.7089,0.7113,7.374,-0.748,1.481,-44.90,-44.28
6440,-0.0591,-0.7048,0.7153,8.412,5.145,-0.458,-44.58,-44.13
6460,-0.0593,-0.6953,0.7118,9.725,3.176,0.962,-44.33,-43.94
6480,-0.0782,-0.6992,0.7047,12.229,-2.626,2.595,-44.78,-43.72
6500,-0.0858,-0.6954,0.7124,14.687,-5.023,1.115,-44.31,-43.44
6520,-0.0641,-0.6926,0.7245,16.305,-2.748,-0.122,-43.71,-43.13
6540,-0.0486,-0.6805,0.7242,17.191,-1.038,-0.046,-43.22,-42.79
6560,-0.0106,-0.6782,0.7250,19.145,-3.695,4.153,-43.09,-42.42
6580,-0.0852,-0.6808,0.7239,22.397,-12.397,7.832,-43.24,-42.00
6600,-0.1116,-0.6665,0.7444,24.336,-13.588,3.191,-41.84,-41.52
6620,-0.0697,-0.6488,0.7749,23.008,-3.573,-2.595,-39.94,-41.04
6640,-0.0280,-0.6459,0.7627,21.695,4.107,-3.466,-40.26,-40.60
6660,-0.0330,-0.6560,0.7538,23.160,1.969,0.382,-41.03,-40.15
6680,-0.0424,-0.6394,0.7526,25.832,-5.313,3.847,-40.35,-39.65
6718,-0.0798,-0.6145,0.7727,28.504,-2.198,-0.382,-38.49,-39.07
6722,-0.0630,-0.6195,0.7715,28.534,-0.733,-0.992,-38.76,-38.50
6740,-0.0499,-0.6124,0.7721,30.443,3.649,-1.008,-38.42,-37.90
6760,-0.0273,-0.6080,0.7716,32.885,-0.473,1.649,-38.24,-37.27
6780,-0.1199,-0.6080,0.7871,35.695,-5.115,1.725,-37.69,-36.57
6800,-0.0848,-0.5867,0.8007,37.710,-1.756,-4.427,-36.23,-35.83
6820,-0.0826,-0.5677,0.8083,38.718,1.954,-7.908,-35.08,-35.05
6840,-0.0630,-0.5597,0.8135,40.473,-1.908,-9.649,-34.53,-34.25
6860,-0.0365,-0.5552,0.8608,40.977,-6.412,-8.015,-32.82,-33.42
6880,-0.0699,-0.5471,0.8783,38.962,-6.702,-8.916,-31.92,-32.62
6901,-0.0562,-0.5101,0.8701,35.908,-3.695,-11.832,-30.38,-31.88
6920,-0.0135,-0.4967,0.8752,33.420,-1.420,-11.527,-29.58,-31.18
6940,-0.0120,-0.5000,0.8855,31.145,-1.756,-7.756,-29.45,-30.53
6960,-0.0110,-0.4886,0.8868,29.008,-0.534,-6.519,-28.85,-29.93
6980,0.0106,-0.4779,0.8900,27.542,-1.237,-2.382,-28.23,-29.35
7000,0.0005,-0.4742,0.8771,27.374,-6.534,2.321,-28.40,-28.80
7020,-0.0392,-0.4860,0.8795,29.252,-14.229,6.092,-28.92,-28.23
7040,-0.0642,-0.4729,0.8875,30.351,-17.695,3.069,-28.05,-27.63
7060,-0.0424,-0.4484,0.9061,29.115,-12.366,-0.580,-26.33,-27.03
7080,-0.0525,-0.4296,0.9094,25.924,-2.351,-5.664,-25.28,-26.49
7100,-0.0133,-0.4340,0.8953,24.779,5.603,-9.267,-25.86,-25.99
7120,0.0223,-0.4316,0.8870,27.145,2.794,-5.908,-25.95,-25.46
7140,-0.0050,-0.4310,0.9164,28.763,-7.298,-0.931,-25.19,-24.89
7160,-0.0139,-0.4028,0.9355,27.252,-6.733,-1.420,-23.30,-24.32
7180,-0.0084,-0.3905,0.9399,23.756,2.092,-3.130,-22.56,-23.82
7200,0.0055,-0.3824,0.9296,21.527,5.145,-2.290,-22.36,-23.37
7220,0.0168,-0.3854,0.9303,20.962,0.977,1.237,-22.50,-22.94
7240,-0.0123,-0.3798,0.9341,20.611,-2.275,3.603,-22.12,-22.52
7260,-0.0082,-0.3729,0.9280,20.153,0.336,3.511,-21.89,-22.12
7280,-0.0253,-0.3693,0.9391,19.374,1.557,3.389,-21.47,-21.72
7300,-0.0601,-0.3673,0.9214,19.527,1.450,1.344,-21.73,-21.34
7320,-0.0656,-0.3583,0.9312,20.000,2.840,-4.336,-21.05,-20.94
7340,-0.0168,-0.3505,0.9366,19.924,4.763,-7.221,-20.51,-20.54
7360,-0.0060,-0.3372,0.9424,19.679,4.229,-6.046,-19.69,-20.14
7380,-0.0129,-0.3339,0.9402,20.214,2.336,-4.458,-19.55,-19.73
7400,-0.0190,-0.3400,0.9391,21.099,1.038,-4.489,-19.90,-19.32
7420,-0.0322,-0.3260,0.9591,22.031,-0.244,-4.214,-18.78,-18.88
7440,-0.0271,-0.3018,0.9678,19.282,1.466,-6.779,-17.32,-18.47
7460,-0.0023,-0.3021,0.9630,16.733,6.519,-7.634,-17.42,-18.12
7480,0.0128,-0.2964,0.9530,16.443,6.656,-4.992,-17.28,-17.78
7500,0.0254,-0.2896,0.9537,16.962,2.137,-0.031,-16.89,-17.43
7520,-0.0281,-0.2939,0.9701,16.794,-3.221,3.450,-16.86,-17.09
7540,-0.0192,-0.2896,0.9581,15.267,1.359,1.985,-16.82,-16.79
7560,-0.0365,-0.2825,0.9521,15.252,6.336,0.198,-16.52,-16.48
7580,-0.0259,-0.2721,0.9454,16.504,3.450,-0.412,-16.06,-16.15
7600,-0.0344,-0.2806,0.9645,17.634,-1.344,0.290,-16.22,-15.81
7620,-0.0139,-0.2699,0.9601,17.374,1.252,-0.809,-15.70,-15.46
7640,-0.0157,-0.2516,0.9637,17.069,5.176,-0.702,-14.63,-15.11
7660,-0.0172,-0.2484,0.9603,16.901,5.389,0.641,-14.50,-14.77
7680,-0.0068,-0.2452,0.9525,18.260,4.244,1.969,-14.44,-14.40
7700,-0.0300,-0.2511,0.9680,20.183,-0.153,4.855,-14.54,-14.01
7720,-0.0696,-0.2395,0.9766,20.137,-0.916,1.450,-13.78,-13.61
7740,-0.0524,-0.2324,0.9600,19.511,5.160,-3.359,-13.61,-13.23
7760,-0.0281,-0.2188,0.9585,21.069,6.473,-3.985,-12.86,-12.81
7780,-0.0137,-0.1985,0.9862,21.710,1.206,-2.092,-11.38,-12.36
7800,0.0043,-0.1990,0.9868,20.641,-0.534,1.466,-11.40,-11.93
7820,-0.0027,-0.1901,0.9745,21.008,-0.534,5.069,-11.04,-11.50
7840,-0.0627,-0.1963,0.9742,22.305,-3.160,5.573,-11.39,-11.06
7860,-0.0663,-0.1887,1.0007,20.351,-1.740,0.153,-10.68,-10.66
7880,-0.0051,-0.1643,0.9943,17.664,5.191,-1.557,-9.38,-10.28
7900,-0.0107,-0.1517,0.9744,17.542,1.924,2.214,-8.85,-9.91
7920,-0.0621,-0.1692,0.9718,20.214,-1.786,3.008,-9.88,-9.51
7940,-0.0580,-0.1801,0.9880,20.931,0.779,-1.847,-10.33,-9.12
7960,-0.0089,-0.1410,0.9917,18.794,5.481,-3.191,-8.09,-8.73
7980,-0.0085,-0.1320,0.9785,18.336,6.076,-0.443,-7.68,-8.35
8000,-0.0486,-0.1317,0.9655,19.756,6.580,0.382,-7.77,-7.95
8041,-0.0388,-0.1227,1.0105,22.626,3.817,-2.046,-6.92,-7.49
8045,-0.0378,-0.1156,1.0131,21.969,4.168,-2.122,-6.51,-7.04
8060,-0.0183,-0.1063,1.0085,19.328,6.046,-1.924,-6.02,-6.64
8080,-0.0453,-0.1033,0.9781,18.702,7.969,-0.916,-6.03,-6.26
8100,-0.0474,-0.0895,0.9822,20.183,6.947,-1.389,-5.21,-5.84
8120,-0.0479,-0.0421,0.9833,21.908,4.580,-0.595,-2.45,-5.35
8141,-0.0352,-0.0337,0.9633,25.298,6.244,0.794,-2.00,-4.78
8160,-0.0757,-0.0929,1.0107,26.718,5.313,0.427,-5.25,-4.27
8180,-0.0537,-0.0847,1.0341,21.099,6.427,-2.458,-4.68,-3.86
8200,-0.0396,-0.0753,1.0095,14.412,10.137,-2.244,-4.27,-3.59
8220,-0.0720,-0.0479,0.9724,15.679,8.443,-2.351,-2.82,-3.27
8240,-0.0598,-0.0327,0.9816,19.130,6.916,-2.977,-1.91,-2.86
8260,-0.0348,-0.0452,1.0206,20.122,2.504,-1.649,-2.53,-2.46
8280,-0.0732,-0.0709,1.0251,15.053,2.244,1.298,-3.96,-2.20
8300,-0.0704,-0.0381,1.0076,13.008,0.183,0.595,-2.16,-1.94
8320,-0.0758,-0.0209,1.0117,12.977,-2.198,0.168,-1.18,-1.67
8340,-0.0643,-0.0212,1.0032,11.573,-2.565,-0.626,-1.21,-1.44
8360,-0.0681,-0.0173,0.9803,13.115,-2.977,-1.771,-1.01,-1.17
8380,-0.0583,0.0095,1.0063,13.695,-2.626,-4.275,0.54,-0.87
8400,-0.0461,0.0052,1.0138,6.824,1.450,-5.008,0.30,-0.71
8420,-0.0465,-0.0176,0.9888,4.580,3.298,-0.473,-1.02,-0.63
8440,-0.0513,-0.0103,0.9773,4.031,5.908,0.351,-0.60,-0.55
8460,-0.0692,-0.0057,1.0043,3.099,6.626,0.473,-0.33,-0.48
8481,-0.0732,-0.0037,0.9990,2.595,5.053,0.214,-0.21,-0.43
8500,-0.0717,0.0023,0.9962,2.366,4.763,0.061,0.13,-0.37
8520,-0.0752,0.0044,1.0027,0.748,3.344,0.000,0.25,-0.34
8540,-0.0725,0.0016,0.9987,0.382,2.000,0.061,0.09,-0.33
8560,-0.0691,-0.0038,0.9888,0.458,1.756,0.000,-0.22,-0.32
8580,-0.0690,-0.0016,0.9932,0.458,2.107,-0.244,-0.09,-0.30
8600,-0.0748,-0.0010,0.9994,0.092,1.481,0.000,-0.06,-0.30
8621,-0.0712,0.0002,0.9893,0.321,0.992,-0.122,0.01,-0.28
8640,-0.0726,-0.0031,0.9912,0.550,0.947,-0.046,-0.18,-0.27
8660,-0.0746,-0.0016,0.9941,0.305,0.565,-0.122,-0.09,-0.26
8680,-0.0757,-0.0009,0.9988,0.107,-0.107,-0.183,-0.05,-0.25
8700,-0.0763,0.0004,1.0005,0.336,-1.435,-0.092,0.02,-0.24
8720,-0.0740,0.0013,0.9974,0.183,-2.611,-0.092,0.08,-0.23
8740,-0.0652,0.0056,0.9751,-1.160,-2.137,-0.260,0.33,-0.24
8760,-0.0802,-0.0051,1.0254,-1.359,-3.740,-0.260,-0.29,-0.27
8780,-0.0624,-0.0027,0.9922,-0.824,-5.878,-0.321,-0.16,-0.28
8800,-0.0663,0.0032,0.9897,-1.405,-5.832,-0.351,0.18,-0.30
8820,-0.0417,-0.0042,0.9369,-0.763,-2.931,-0.290,-0.25,-0.32
8840,-0.0653,0.0033,0.9824,-0.137,0.397,-0.076,0.19,-0.31
8860,-0.0632,-0.0020,0.9969,-0.137,0.366,-0.107,-0.11,-0.31
8880,-0.0621,0.0009,0.9929,-0.244,0.214,-0.214,0.05,-0.31
8900,-0.0630,-0.0031,0.9943,-0.275,0.229,-0.260,-0.18,-0.31
8920,-0.0634,-0.0023,0.9923,-0.214,0.275,-0.290,-0.13,-0.31
8940,-0.0598,-0.0054,0.9929,-0.122,0.305,-0.183,-0.31,-0.31
8960,-0.0625,-0.0065,0.9897,-0.076,0.351,-0.244,-0.37,-0.31
8980,-0.0627,-0.0085,0.9884,-0.153,0.260,-0.412,-0.50,-0.32
9000,-0.0604,-0.0042,0.9872,-0.107,0.290,-0.214,-0.24,-0.32
9020,-0.0613,-0.0039,0.9890,-0.092,0.321,-0.275,-0.23,-0.32
9040,-0.0615,-0.0020,0.9889,-0.015,0.427,-0.305,-0.11,-0.32
9060,-0.0619,-0.0002,0.9907,-0.076,0.412,-0.137,-0.01,-0.31
9080,-0.0638,0.0023,0.9912,-0.076,0.321,-0.122,0.13,-0.31
9100,-0.0630,0.0018,0.9927,-0.061,0.382,-0.183,0.11,-0.30
9120,-0.0641,0.0005,0.9940,-0.137,0.244,-0.229,0.03,-0.29
9140,-0.0640,0.0006,0.9933,-0.122,0.244,-0.244,0.04,-0.29
9160,-0.0645,0.0012,0.9929,-0.244,0.412,-0.244,0.07,-0.29
9180,-0.0618,0.0001,0.9896,-0.229,0.260,-0.214,0.01,-0.29
9200,-0.0604,-0.0005,0.9924,-0.168,0.336,-0.214,-0.03,-0.28
9220,-0.0603,-0.0009,0.9915,-0.244,0.336,-0.229,-0.05,-0.28
9240,-0.0623,-0.0052,0.9899,-0.229,0.275,-0.427,-0.30,-0.29
9260,-0.0613,-0.0050,0.9902,-0.153,0.336,-0.214,-0.29,-0.29
9280,-0.0597,-0.0070,0.9922,-0.107,0.275,-0.168,-0.40,-0.30
9300,-0.0594,-0.0067,0.9902,-0.198,0.351,-0.092,-0.39,-0.30
9320,-0.0621,-0.0048,0.9900,-0.183,0.290,-0.137,-0.28,-0.31
9340,-0.0608,-0.0068,0.9893,-0.076,0.321,-0.290,-0.40,-0.31
9360,-0.0615,-0.0037,0.9908,-0.122,0.336,-0.214,-0.21,-0.31
9380,-0.0596,-0.0022,0.9910,0.015,0.336,-0.168,-0.13,-0.31
9418,-0.0618,0.0009,0.9919,-0.092,0.443,-0.168,0.05,-0.30
9423,-0.0610,-0.0006,0.9926,-0.107,0.412,-0.198,-0.04,-0.30
9440,-0.0629,-0.0011,0.9922,-0.183,0.489,-0.198,-0.06,-0.30
9461,-0.0648,0.0013,0.9904,-0.168,0.458,-0.244,0.08,-0.29
9480,-0.0620,0.0042,0.9918,-0.229,0.305,-0.168,0.24,-0.29
9500,-0.0640,0.0023,0.9927,-0.305,0.473,-0.168,0.13,-0.28
9521,-0.0636,0.0017,0.9908,-0.214,0.336,-0.092,0.10,-0.28
9540,-0.0623,0.0006,0.9899,-0.198,0.412,-0.229,0.04,-0.28
9560,-0.0620,-0.0009,0.9904,-0.229,0.275,-0.229,-0.05,-0.28
9580,-0.0618,-0.0029,0.9916,-0.214,0.412,-0.153,-0.17,-0.28
9600,-0.0618,-0.0037,0.9929,-0.382,0.321,-0.183,-0.21,-0.29
9620,-0.0590,-0.0057,0.9918,-0.305,0.229,-0.305,-0.33,-0.29
9640,-0.0592,-0.0056,0.9934,-0.122,0.427,-0.290,-0.32,-0.30
9660,-0.0601,-0.0063,0.9890,-0.290,0.305,-0.275,-0.37,-0.30
9680,-0.0618,-0.0035,0.9902,-0.183,0.305,-0.122,-0.20,-0.30
9700,-0.0624,-0.0026,0.9900,-0.168,0.427,-0.214,-0.15,-0.30
9720,-0.0638,-0.0040,0.9893,-0.198,0.290,-0.321,-0.23,-0.31
9740,-0.0632,-0.0009,0.9889,-0.107,0.336,-0.153,-0.05,-0.30
9760,-0.0614,-0.0020,0.9896,-0.107,0.244,-0.153,-0.11,-0.30
9780,-0.0630,-0.0038,0.9915,-0.137,0.443,-0.198,-0.22,-0.30
9801,-0.0608,-0.0034,0.9912,-0.107,0.198,-0.183,-0.20,-0.30
9820,-0.0613,-0.0016,0.9923,-0.107,0.382,-0.229,-0.09,-0.30
9840,-0.0599,-0.0012,0.9928,-0.046,0.351,-0.214,-0.07,-0.30
9861,-0.0619,-0.0021,0.9922,-0.092,0.214,-0.305,-0.12,-0.30
9880,-0.0610,-0.0006,0.9905,-0.137,0.366,-0.260,-0.04,-0.29
9900,-0.0616,-0.0009,0.9906,-0.137,0.275,-0.122,-0.05,-0.29
9920,-0.0608,-0.0021,0.9905,0.031,0.397,-0.153,-0.12,-0.29
9940,-0.0604,-0.0028,0.9923,-0.092,0.412,-0.336,-0.16,-0.29
9960,-0.0598,-0.0028,0.9929,-0.122,0.458,-0.107,-0.16,-0.29
9980,-0.0573,-0.0052,0.9910,-0.046,0.427,-0.137,-0.30,-0.29
10000,-0.0586,-0.0029,0.9922,-0.107,0.397,-0.198,-0.17,-0.29
10020,-0.0601,-0.0027,0.9885,-0.214,0.366,-0.214,-0.16,-0.29
10040,-0.0602,0.0022,0.9854,-0.183,0.366,-0.305,0.13,-0.28
10060,-0.0621,0.0024,0.9851,-0.153,0.382,-0.244,0.14,-0.28
10080,-0.0675,0.0051,0.9832,-0.229,0.366,-0.275,0.30,-0.27
10100,-0.0688,0.0045,0.9851,-0.290,0.336,-0.260,0.26,-0.27
10120,-0.0680,0.0046,0.9922,-0.214,0.382,-0.198,0.27,-0.26
10140,-0.0670,0.0011,0.9977,-0.275,0.321,-0.229,0.06,-0.26
10160,-0.0662,-0.0043,1.0020,-0.305,0.382,-0.229,-0.24,-0.26
10180,-0.0635,-0.0074,1.0006,-0.321,0.305,-0.168,-0.43,-0.27
10200,-0.0586,-0.0106,1.0010,-0.275,0.198,-0.183,-0.61,-0.29
10220,-0.0574,-0.0112,0.9913,-0.183,0.260,-0.351,-0.65,-0.30
10240,-0.0546,-0.0110,0.9882,-0.122,0.244,-0.290,-0.64,-0.31
10260,-0.0563,-0.0081,0.9851,0.000,0.336,-0.305,-0.47,-0.31
10280,-0.0568,-0.0061,0.9843,-0.061,0.458,-0.290,-0.36,-0.31
10300,-0.0592,-0.0038,0.9845,-0.107,0.550,-0.275,-0.22,-0.31
10320,-0.0598,-0.0007,0.9867,-0.122,0.489,-0.214,-0.04,-0.31
10340,-0.0625,-0.0017,0.9856,-0.015,0.565,-0.107,-0.10,-0.30
10360,-0.0635,0.0034,0.9911,0.000,0.351,-0.107,0.20,-0.29
10380,-0.0675,0.0017,0.9935,-0.092,0.305,-0.168,0.10,-0.29
10401,-0.0697,0.0020,0.9967,-0.061,0.351,-0.275,0.11,-0.28
10420,-0.0686,-0.0004,0.9985,-0.015,0.305,-0.229,-0.02,-0.28
10440,-0.0696,0.0013,0.9966,-0.183,0.168,-0.153,0.08,-0.27
10460,-0.0649,0.0010,0.9937,-0.244,0.366,-0.183,0.06,-0.27
10480,-0.0614,-0.0004,0.9885,-0.229,0.305,-0.214,-0.02,-0.27
10500,-0.0591,-0.0007,0.9871,-0.336,0.366,-0.321,-0.04,-0.27
10520,-0.0546,-0.0006,0.9869,-0.198,0.305,-0.397,-0.04,-0.27
10540,-0.0531,0.0013,0.9883,-0.031,0.412,-0.229,0.08,-0.27
10560,-0.0535,-0.0032,0.9890,-0.092,0.397,-0.229,-0.18,-0.27
10580,-0.0553,-0.0077,0.9930,-0.122,0.366,-0.153,-0.44,-0.27
10600,-0.0569,-0.0072,0.9935,-0.061,0.427,-0.229,-0.42,-0.28
10620,-0.0618,-0.0081,0.9941,-0.168,0.473,-0.137,-0.46,-0.28
10640,-0.0632,-0.0049,0.9930,-0.137,0.336,-0.183,-0.28,-0.29
10660,-0.0681,-0.0028,0.9894,-0.168,0.366,-0.137,-0.16,-0.29
10680,-0.0669,-0.0013,0.9901,-0.183,0.489,-0.153,-0.08,-0.29
10700,-0.0697,-0.0004,0.9883,-0.137,0.427,-0.351,-0.02,-0.28
10720,-0.0653,0.0029,0.9926,-0.122,0.351,-0.290,0.17,-0.28
10740,-0.0637,-0.0004,0.9918,-0.122,0.290,-0.275,-0.02,-0.27
10760,-0.0623,0.0013,0.9928,-0.092,0.336,-0.229,0.08,-0.27
10799,-0.0576,-0.0028,0.9904,-0.260,0.168,-0.214,-0.16,-0.27
10803,-0.0555,-0.0027,0.9918,-0.198,0.183,-0.198,-0.16,-0.27
10820,-0.0466,-0.0051,0.9935,-0.244,0.107,-0.198,-0.30,-0.28
10841,-0.0460,-0.0066,0.9910,-0.321,0.168,-0.214,-0.38,-0.29
10860,-0.0529,-0.0034,0.9866,-0.275,0.229,-0.153,-0.20,-0.29
10880,-0.0583,-0.0049,0.9856,-0.290,0.351,-0.290,-0.28,-0.30
10900,-0.0665,-0.0038,0.9840,-0.153,0.550,-0.198,-0.22,-0.30
10920,-0.0630,-0.0046,0.9916,-0.214,0.534,-0.366,-0.27,-0.30
10940,-0.0675,0.0012,0.9888,-0.183,0.534,-0.321,0.07,-0.30
10960,-0.0642,0.0006,0.9958,-0.260,0.412,-0.290,0.04,-0.30
10981,-0.0625,-0.0027,0.9969,-0.107,0.473,-0.275,-0.15,-0.29
11000,-0.0618,-0.0051,0.9956,-0.275,0.427,-0.061,-0.30,-0.30
11020,-0.0602,-0.0034,0.9952,-0.168,0.244,-0.321,-0.20,-0.30
11040,-0.0612,-0.0040,0.9921,-0.351,0.198,-0.198,-0.23,-0.31
11060,-0.0570,-0.0018,0.9885,-0.229,0.305,-0.153,-0.11,-0.31
11080,-0.0514,-0.0013,0.9886,-0.458,0.229,-0.214,-0.08,-0.31
11100,-0.0543,-0.0033,0.9901,-0.214,0.198,-0.168,-0.19,-0.31
11120,-0.0479,-0.0061,0.9895,-0.214,0.168,-0.397,-0.35,-0.32
11140,-0.0458,-0.0028,0.9916,-0.321,0.290,-0.351,-0.16,-0.32
11160,-0.0431,-0.0078,0.9918,-0.229,0.183,-0.412,-0.45,-0.33
11180,-0.0415,-0.0083,0.9935,-0.321,0.244,-0.290,-0.48,-0.34
11200,-0.0383,-0.0071,0.9951,-0.382,0.275,-0.473,-0.41,-0.35
11220,-0.0349,-0.0116,0.9934,-0.473,0.275,-0.489,-0.67,-0.36
11240,-0.0328,-0.0079,0.9943,-0.397,0.275,-0.473,-0.46,-0.37
11260,-0.0344,-0.0087,0.9957,-0.366,0.290,-0.473,-0.50,-0.38
11280,-0.0313,-0.0096,0.9933,-0.412,0.244,-0.534,-0.56,-0.39
11300,-0.0299,-0.0081,0.9943,-0.290,0.229,-0.443,-0.46,-0.40
11320,-0.0311,-0.0101,0.9932,-0.275,0.260,-0.489,-0.58,-0.41
11340,-0.0291,-0.0083,0.9921,-0.260,0.183,-0.519,-0.48,-0.42
11360,-0.0297,-0.0088,0.9926,-0.153,0.275,-0.565,-0.51,-0.42
11380,-0.0278,-0.0121,0.9928,-0.397,0.336,-0.443,-0.70,-0.43
11400,-0.0272,-0.0117,0.9935,-0.244,0.229,-0.611,-0.68,-0.44
11420,-0.0265,-0.0118,0.9937,-0.229,0.351,-0.641,-0.68,-0.45
11440,-0.0267,-0.0138,0.9923,-0.321,0.305,-0.656,-0.80,-0.47
11460,-0.0256,-0.0123,0.9918,-0.290,0.244,-0.718,-0.71,-0.48
11480,-0.0226,-0.0131,0.9929,-0.336,0.229,-0.763,-0.75,-0.49
11500,-0.0228,-0.0116,0.9917,-0.336,0.214,-0.748,-0.67,-0.50
11520,-0.0190,-0.0122,0.9921,-0.366,0.397,-0.794,-0.70,-0.51
11540,-0.0204,-0.0135,0.9913,-0.397,0.366,-0.840,-0.78,-0.52
11560,-0.0208,-0.0134,0.9921,-0.366,0.321,-0.870,-0.78,-0.54
11580,-0.0192,-0.0140,0.9945,-0.351,0.397,-0.809,-0.81,-0.55
11600,-0.0121,-0.0184,0.9967,-0.382,0.275,-0.931,-1.06,-0.57
11621,-0.0198,-0.0182,0.9946,-0.427,0.260,-0.794,-1.05,-0.58
11640,-0.0170,-0.0210,0.9967,-0.336,0.321,-0.870,-1.21,-0.60
11660,-0.0187,-0.0194,0.9940,-0.443,0.275,-1.115,-1.12,-0.62
11680,-0.0176,-0.0211,0.9956,-0.412,0.275,-1.053,-1.22,-0.64
11700,-0.0148,-0.0205,0.9929,-0.305,0.244,-1.145,-1.18,-0.66
11720,-0.0173,-0.0205,0.9934,-0.382,0.214,-1.145,-1.18,-0.68
11740,-0.0160,-0.0212,0.9943,-0.214,0.443,-1.160,-1.22,-0.69
11760,-0.0132,-0.0211,0.9937,-0.244,0.336,-1.389,-1.22,-0.71
11780,-0.0118,-0.0188,0.9955,-0.260,0.168,-1.282,-1.08,-0.72
11800,-0.0129,-0.0199,0.9956,-0.321,0.092,-1.466,-1.14,-0.73
11820,-0.0095,-0.0229,0.9977,-0.382,0.275,-1.435,-1.32,-0.75
11840,-0.0078,-0.0242,0.9960,-0.290,0.198,-1.664,-1.39,-0.77
11860,-0.0059,-0.0225,0.9956,-0.290,0.351,-1.542,-1.29,-0.79
11880,-0.0043,-0.0244,0.9939,-0.321,0.214,-1.481,-1.41,-0.81
11900,-0.0007,-0.0249,0.9930,-0.336,0.198,-1.710,-1.44,-0.83
11920,-0.0028,-0.0234,0.9922,-0.229,0.244,-1.649,-1.35,-0.84
11940,0.0015,-0.0225,0.9941,-0.290,0.198,-1.756,-1.29,-0.86
11960,0.0035,-0.0244,0.9934,-0.137,0.183,-1.863,-1.41,-0.87
11980,0.0101,-0.0264,0.9937,-0.321,0.168,-1.893,-1.52,-0.89
12000,0.0100,-0.0276,0.9943,-0.275,0.107,-2.061,-1.59,-0.91
12020,0.0117,-0.0289,0.9955,-0.382,0.137,-1.985,-1.66,-0.93
12040,0.0128,-0.0294,0.9968,-0.382,0.092,-2.137,-1.69,-0.95
12060,0.0161,-0.0308,0.9954,-0.458,0.031,-2.336,-1.77,-0.98
12080,0.0186,-0.0306,0.9941,-0.412,0.153,-2.305,-1.77,-1.00
12100,0.0227,-0.0308,0.9954,-0.489,0.107,-2.519,-1.77,-1.03
12139,0.0270,-0.0341,0.9944,-0.519,0.168,-2.580,-1.96,-1.06
12143,0.0275,-0.0341,0.9928,-0.534,0.092,-2.656,-1.96,-1.09
12160,0.0297,-0.0349,0.9890,-0.473,0.275,-2.718,-2.02,-1.11
12180,0.0366,-0.0349,0.9913,-0.382,0.076,-2.733,-2.02,-1.14
12200,0.0382,-0.0387,0.9938,-0.382,0.122,-2.733,-2.23,-1.17
12220,0.0391,-0.0416,0.9940,-0.458,0.107,-2.931,-2.40,-1.20
12240,0.0421,-0.0430,0.9913,-0.366,0.015,-3.084,-2.48,-1.23
12260,0.0485,-0.0428,0.9905,-0.366,0.031,-3.115,-2.48,-1.27
12280,0.0488,-0.0413,0.9908,-0.305,0.122,-3.206,-2.38,-1.29
12300,0.0524,-0.0420,0.9879,-0.168,0.168,-3.313,-2.43,-1.32
12320,0.0557,-0.0428,0.9868,-0.076,0.183,-3.359,-2.49,-1.35
12340,0.0590,-0.0425,0.9894,0.015,0.153,-3.573,-2.46,-1.37
12360,0.0630,-0.0422,0.9918,0.198,0.122,-3.618,-2.44,-1.39
12380,0.0583,-0.0426,0.9945,0.107,0.183,-3.679,-2.45,-1.40
12400,0.0540,-0.0469,0.9922,0.214,0.229,-3.740,-2.70,-1.43
12420,0.0536,-0.0454,0.9933,0.244,0.229,-3.939,-2.62,-1.45
12440,0.0518,-0.0435,0.9896,0.229,0.214,-4.031,-2.51,-1.46
12461,0.0519,-0.0450,0.9958,0.244,0.366,-3.969,-2.59,-1.48
12481,0.0540,-0.0430,0.9977,0.168,0.244,-4.229,-2.47,-1.50
12500,0.0516,-0.0425,1.0029,0.092,0.321,-4.229,-2.43,-1.51
12520,0.0541,-0.0391,1.0057,0.061,0.260,-4.382,-2.22,-1.53
12540,0.0518,-0.0356,1.0024,-0.107,0.122,-4.366,-2.04,-1.54
12560,0.0479,-0.0342,1.0028,-0.122,0.214,-4.565,-1.95,-1.55
12580,0.0481,-0.0328,1.0035,-0.168,0.198,-4.656,-1.87,-1.56
12600,0.0510,-0.0300,1.0016,-0.214,0.275,-4.656,-1.72,-1.57
